Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,112.370003,113.389999,111.510002,113.33000200000001,95.95706899999999,118944600
2010-01-05,113.260002,113.68,112.849998,113.629997,96.211037,111579900
2010-01-06,113.519997,113.989998,113.43,113.709999,96.278809,116074400
2010-01-07,113.5,114.33000200000001,113.18,114.190002,96.68521899999999,131091100
2010-01-08,113.889999,114.620003,113.660004,114.57,97.006973,126402800
2010-01-11,115.08000200000001,115.129997,114.239998,114.730003,97.142418,106375700
2010-01-12,113.970001,114.209999,113.220001,113.660004,96.23648100000001,163333500
2010-01-13,113.949997,114.940002,113.370003,114.620003,97.049309,161822000
2010-01-14,114.489998,115.139999,114.41999799999999,114.93,97.31179,115718800
2010-01-15,114.730003,114.839996,113.199997,113.639999,96.219543,212283100
2010-01-19,113.620003,115.129997,113.589996,115.059998,97.42186,139172700
2010-01-20,114.279999,114.449997,112.980003,113.889999,96.431213,216490200
2010-01-21,113.91999799999999,114.269997,111.559998,111.699997,94.57693499999999,344859600
2010-01-22,111.199997,111.739998,109.089996,109.209999,92.468636,345942400
2010-01-25,110.209999,110.410004,109.410004,109.769997,92.94279499999999,186937500
2010-01-26,109.339996,110.470001,109.040001,109.309998,92.55328399999999,211168800
2010-01-27,109.16999799999999,110.08000200000001,108.33000200000001,109.83000200000001,92.993584,271863600
2010-01-28,110.190002,110.25,107.910004,108.57,91.92675,316104000
2010-01-29,109.040001,109.800003,107.220001,107.389999,90.927605,310677600
2010-02-01,108.150002,109.07,107.5,109.059998,92.34162099999999,187865000
2010-02-02,109.260002,110.589996,108.879997,110.379997,93.45929699999999,216327900
2010-02-03,109.879997,110.480003,109.510002,109.83000200000001,92.993584,172730700
2010-02-04,108.980003,109.029999,106.41999799999999,106.440002,90.12326800000001,356715700
2010-02-05,106.559998,106.879997,104.58000200000001,106.660004,90.30954,493585800
2010-02-08,106.739998,107.33000200000001,105.809998,105.889999,89.65756999999999,224166900
2010-02-09,107.129997,108.150002,106.269997,107.220001,90.783699,337820500
2010-02-10,107.050003,107.599998,106.110001,107.010002,90.60588100000001,240511500
2010-02-11,106.870003,108.25,106.25,108.129997,91.554192,223591600
2010-02-12,106.989998,108.099998,106.510002,108.040001,91.477982,304622100
2010-02-16,108.860001,109.849998,107.82,109.739998,92.917389,159317500
2010-02-17,110.269997,110.410004,109.739998,110.260002,93.357674,168845100
2010-02-18,110.08000200000001,111.139999,110.040001,110.910004,93.908035,193708600
2010-02-19,110.620003,111.57,110.360001,111.139999,94.10276,222684900
2010-02-22,111.550003,111.58000200000001,110.83000200000001,111.160004,94.119713,132346900
2010-02-23,110.860001,111.199997,109.519997,109.809998,92.976639,207497000
2010-02-24,110.139999,111.0,109.860001,110.82,93.831818,176350700
2010-02-25,109.239998,110.75,108.940002,110.66999799999999,93.704819,259634700
2010-02-26,110.769997,111.120003,110.110001,110.739998,93.764107,173589300
2010-03-01,111.199997,112.0,111.16999799999999,111.889999,94.73779300000001,147709700
2010-03-02,112.370003,112.739998,112.0,112.199997,95.00029,160992400
2010-03-03,112.489998,112.970001,112.019997,112.300003,95.084946,150785000
2010-03-04,112.449997,112.800003,112.029999,112.639999,95.372803,135770400
2010-03-05,113.370003,114.339996,113.099998,114.25,96.73603100000001,176118800
2010-03-08,114.260002,114.519997,114.07,114.269997,96.752922,114631200
2010-03-09,113.93,114.989998,113.870003,114.459999,96.913826,154556700
2010-03-10,114.510002,115.279999,114.410004,114.970001,97.345665,186088800
2010-03-11,114.699997,115.480003,114.349998,115.449997,97.752083,160791100
